country_name,type,position,artist,title,streams,streams_change,total
Global,daily,34,Prince,Purple Rain,2268028.0,-9206.0,16543933.0
Global,daily,35,A$AP Rocky,Punk Rocky,2267195.0,0.0,3458296.0
Global,daily,36,sombr,12 to 12,2244818.0,-124463.0,362986130.0
Global,daily,37,Billie Eilish,WILDFLOWER,2221511.0,19405.0,1742562264.0
Global,daily,38,Benson Boone,Beautiful Things,2217883.0,78007.0,2680451966.0
Global,daily,39,ROSALÃA,La Perla,2212021.0,83499.0,159957390.0
Global,daily,40,EsDeeKid,4 Raws,2202145.0,116069.0,56432264.0
Global,daily,41,Radiohead,Creep,2198501.0,41947.0,1197245330.0
Global,daily,42,Coldplay,Yellow,2156303.0,154925.0,2775013422.0
Global,daily,43,Drake,One Dance,2099828.0,55975.0,2992433496.0
Global,daily,44,Jimin,Who,2091454.0,-667.0,2173883979.0
Global,daily,45,ROSÃ,APT.,2082856.0,190007.0,2168038051.0
Global,daily,46,Idgitaf,Sedia Aku Sebelum Hujan,2082221.0,22827.0,89565720.0
Global,daily,47,Sabrina Carpenter,Espresso,2081561.0,49693.0,2709828322.0
Global,daily,48,Lord Huron,The Night We Met,2076880.0,-40315.0,2356251312.0
Global,daily,49,Bruno Mars,That's What I Like,2062508.0,311602.0,1652428574.0
Global,daily,50,Arctic Monkeys,I Wanna Be Yours,2021929.0,-8516.0,2999507974.0
Global,daily,51,Sabrina Carpenter,Manchild,2021121.0,-6043.0,633635891.0
Global,daily,52,DJ Snake,Let Me Love You,2019155.0,-9474.0,1196094995.0
Global,daily,53,Jin,Donât Say You Love Me,2001763.0,-30273.0,788320198.0
Global,daily,54,Gracie Abrams,Thatâs So True,1997819.0,6866.0,1504436751.0
Global,daily,55,W Sound,La Plena - W Sound 05,1971500.0,291.0,892136764.0
Global,daily,56,Bruno Mars,Locked out of Heaven,1953217.0,309801.0,1860214180.0
Global,daily,57,The Weeknd,Starboy,1935290.0,70694.0,3498015794.0
Global,daily,58,KATSEYE,Internet Girl,1920009.0,-116414.0,16581225.0
Global,daily,59,Teddy Swims,Lose Control,1916648.0,75468.0,2189824706.0
Global,daily,60,EsDeeKid,Phantom,1886578.0,72096.0,98353347.0
Global,daily,61,Fleetwood Mac,Dreams - 2004 Remaster,1882137.0,141967.0,1180033735.0
Global,daily,62,Lil Uzi Vert,What You Saying,1875654.0,90862.0,13619763.0
Global,daily,63,The Weeknd,Timeless,1842520.0,-24092.0,1314403928.0
Global,daily,64,The Weeknd,Blinding Lights,1837859.0,126034.0,5140235854.0
Global,daily,65,Coldplay,Sparks,1836221.0,-11918.0,781649666.0
Global,daily,66,Bruno Mars,Just the Way You Are,1826892.0,364846.0,1560780716.0
Global,daily,67,Zach Bryan,Plastic Cigarette,1816776.0,0.0,1816776.0
Global,daily,68,Peso Pluma,7-3,1815343.0,165809.0,21447097.0
Global,daily,69,The MarÃ­as,No One Noticed,1806228.0,72997.0,772330127.0
Global,daily,70,The Killers,Mr. Brightside,1794878.0,-80412.0,1486533822.0
Global,daily,71,Kehlani,Folded,1792463.0,-112610.0,244083474.0
Global,daily,72,sombr,undressed,1749289.0,-76404.0,703170587.0
Global,daily,73,PEDRO SAMPAIO,JETSKI,1740012.0,133569.0,18753956.0
Global,daily,74,Linkin Park,In the End,1738107.0,71914.0,1326654109.0
Global,daily,75,Neton Vega,Pvta Luna,1725252.0,62130.0,81185490.0
Global,daily,76,Ella Langley,Choosin' Texas,1723697.0,37187.0,13040894.0
Global,daily,77,Kendrick Lamar,All The Stars,1689748.0,-61947.0,1725084730.0
Global,daily,78,BeÃ©le,no tiene sentido,1680562.0,-18056.0,412594963.0
Global,daily,79,Bad Bunny,NUEVAYoL,1678478.0,126280.0,859105200.0
Global,daily,80,Jung Kook,Seven,1677425.0,-103318.0,2526147993.0
Global,daily,81,Justin Bieber,DAISIES,1668073.0,-57456.0,506343208.0
Global,daily,82,Gorillaz,Feel Good Inc,1666170.0,-74038.0,570593831.0
Global,daily,83,Arctic Monkeys,505,1665369.0,-50063.0,2124064437.0
Global,daily,84,Daniel Caesar,Who Knows,1658443.0,-88976.0,72990381.0
Global,daily,85,Harry Styles,As It Was,1653363.0,44605.0,4079115363.0
Global,daily,86,Chappell Roan,"Good Luck, Babe!",1640588.0,44619.0,1912789628.0
Global,daily,87,Tears For Fears,Everybody Wants To Rule The World,1634463.0,-285301.0,1208164882.0
Global,daily,88,Bruno Mars,When I Was Your Man,1632454.0,329202.0,1566355572.0
Global,daily,89,Olivia Dean,Nice To Each Other,1632254.0,-18806.0,212691518.0
Global,daily,90,Peso Pluma,ni pedo,1606332.0,2377.0,23379194.0
Global,daily,91,The Kid LAROI,RATHER BE,1600941.0,0.0,1600941.0
Global,daily,92,Keane,Somewhere Only We Know,1571635.0,36071.0,1506682130.0
Global,daily,93,Cigarettes After Sex,Apocalypse,1565746.0,-8532.0,1770463572.0
Global,daily,94,Herencia De Grandes,Ya Borracho,1553780.0,17237.0,71325157.0
Global,daily,95,Bad Bunny,EoO,1547015.0,99003.0,764382551.0
Global,daily,96,Nadhif Basalamah,kota ini tak sama tanpamu,1543699.0,13607.0,13773534.0
Global,daily,97,Ryan Castro,LA VILLA,1543105.0,126034.0,5457823.0
Global,daily,98,Olivia Dean,A Couple Minutes,1537967.0,-60489.0,63803802.0
Global,daily,99,Coldplay,Viva La Vida,1536887.0,32092.0,1976766330.0
Global,daily,100,Ariana Grande,we can't be friends (wait for your love),1534949.0,-1285.0,1760836229.0
United States,daily,1,Bruno Mars,I Just Might,1941704.0,0.0,1941704.0
United States,daily,2,Djo,End of Beginning,1854822.0,4926.0,360713578.0
United States,daily,3,Ella Langley,Choosin' Texas,1240882.0,18941.0,58923189.0
United States,daily,4,Olivia Dean,Man I Need,1214407.0,-32752.0,146098556.0
United States,daily,5,Taylor Swift,The Fate of Ophelia,1125632.0,17148.0,194962777.0
United States,daily,6,Zach Bryan,Plastic Cigarette,1083302.0,0.0,1083302.0
United States,daily,7,HUNTR/X,Golden,1002007.0,30989.0,303770135.0
United States,daily,8,Olivia Dean,So Easy (To Fall In Love),941746.0,-3913.0,80612142.0
United States,daily,9,sombr,back to friends,897898.0,-40038.0,285983248.0
United States,daily,10,A$AP Rocky,Punk Rocky,881278.0,412908.0,2209020.0
United States,daily,11,Luke Combs,Sleepless in a Hotel Room,847913.0,272705.0,1740728.0
United States,daily,12,She & Him,I Thought I Saw Your Face Today,838564.0,10528.0,26720057.0
United States,daily,13,EsDeeKid,4 Raws,837068.0,29641.0,27601072.0
United States,daily,14,Lil Uzi Vert,What You Saying,832382.0,37918.0,9460620.0
United States,daily,15,Zach Bryan,Runny Eggs,801548.0,0.0,801548.0
United States,daily,16,Alex Warren,Ordinary,799337.0,-13747.0,327066315.0
United States,daily,17,Zach Bryan,Appetite,767045.0,0.0,767045.0
United States,daily,18,RAYE,WHERE IS MY HUSBAND!,758356.0,-2218.0,62982860.0
United States,daily,19,Zach Bryan,Say Why,723949.0,0.0,723949.0
United States,daily,20,Zach Bryan,DeAnn's Denim,707988.0,0.0,707988.0
United States,daily,21,Fleetwood Mac,Dreams - 2004 Remaster,706052.0,16418.0,744911119.0
United States,daily,22,Prince,Purple Rain,699114.0,-12385.0,5845561.0
United States,daily,23,Zach Bryan,Bad News,680201.0,0.0,680201.0
United States,daily,24,Taylor Swift,Opalite,677798.0,18561.0,141222296.0
United States,daily,25,The Goo Goo Dolls,Iris,674492.0,6704.0,326991277.0
United States,daily,26,The Killers,Mr. Brightside,665117.0,-42015.0,683616191.0
United States,daily,27,Zach Bryan,Drowning,664503.0,0.0,664503.0
United States,daily,28,Radiohead,Creep,659608.0,7401.0,270326452.0
United States,daily,29,SIENNA SPIRO,Die On This Hill,639383.0,86846.0,6305000.0
United States,daily,30,Morgan Wallen,I Got Better,638368.0,-71399.0,172780983.0
United States,daily,31,Zach Bryan,Dry Deserts,632446.0,0.0,632446.0
United States,daily,32,Zach Bryan,Skin,630783.0,0.0,630783.0
United States,daily,33,Zach Bryan,Santa Fe,628851.0,0.0,628851.0
United States,daily,34,The Neighbourhood,Sweater Weather,627325.0,-869.0,1007900146.0
United States,daily,35,Billie Eilish,BIRDS OF A FEATHER,622568.0,42231.0,718835914.0
United States,daily,36,Lady Gaga,Die With A Smile,616912.0,125236.0,560490649.0
United States,daily,37,The Kid LAROI,RATHER BE,614708.0,0.0,614708.0
United States,daily,38,Ella Langley,weren't for the wind,614526.0,-5494.0,116583446.0
United States,daily,39,Zach Bryan,"Down, Down, Stream",608486.0,0.0,608486.0
United States,daily,40,Arctic Monkeys,505,589745.0,-18087.0,716535354.0
United States,daily,41,Olivia Dean,A Couple Minutes,579771.0,-18812.0,30769525.0
United States,daily,42,Don Toliver,No Pole,571301.0,504.0,240937134.0
United States,daily,43,The Police,Every Breath You Take,570369.0,-1372.0,50293869.0
United States,daily,44,Fleetwood Mac,Landslide,570315.0,9215.0,59681946.0
United States,daily,45,The Weeknd,Timeless,568317.0,-5256.0,395564478.0
United States,daily,46,Gigi Perez,Sailor Song,565529.0,5253.0,424144881.0
United States,daily,47,The MarÃ­as,No One Noticed,564962.0,25116.0,349961583.0
United States,daily,48,Zach Bryan,South and Pine,557779.0,0.0,557779.0
United States,daily,49,Ravyn Lenae,Love Me Not,551402.0,19456.0,209748299.0
United States,daily,50,Zara Larsson,Lush Life,550841.0,34571.0,95573740.0
United States,daily,51,Kehlani,Folded,541844.0,-2804.0,64002666.0
United States,daily,52,Disco Lines,No Broke Boys,530125.0,-33721.0,114344428.0
United States,daily,53,Kendrick Lamar,luther,528214.0,33400.0,469188326.0
United States,daily,54,EsDeeKid,Phantom,521874.0,16925.0,24369713.0
United States,daily,55,Zach Bryan,Cannonball,521267.0,0.0,521267.0
United States,daily,56,The MarÃ­as,Sienna,515869.0,18395.0,98739693.0
United States,daily,57,Drake,Headlines,515089.0,-49921.0,120773909.0
United States,daily,58,Zach Bryan,I Remember Everything,513749.0,14712.0,736651242.0
United States,daily,59,Tate McRae,Sports car,513662.0,-10979.0,228625307.0
United States,daily,60,sombr,12 to 12,509748.0,-41587.0,92296185.0
United States,daily,61,Zach Bryan,Slicked Back,494280.0,0.0,494280.0
United States,daily,62,Sabrina Carpenter,Manchild,492021.0,-1331.0,170683059.0
United States,daily,63,Coldplay,Sparks,489318.0,-1483.0,226448424.0
United States,daily,64,Bruno Mars,That's What I Like,488247.0,113299.0,332694474.0
United States,daily,65,Teddy Swims,Lose Control,486966.0,5806.0,572538056.0
United States,daily,66,Zach Bryan,Anyways,486858.0,0.0,486858.0
United States,daily,67,Morgan Wallen,I'm The Problem,485291.0,-30236.0,228481241.0
United States,daily,68,Tate McRae,TIT FOR TAT,483811.0,-30125.0,78389411.0
United States,daily,69,Benson Boone,Beautiful Things,482413.0,5194.0,626994560.0
United States,daily,70,KATSEYE,Internet Girl,479843.0,-33918.0,4723463.0
United States,daily,71,Waka Flocka Flame,No Hands,478967.0,32201.0,108674393.0
United States,daily,72,Olivia Dean,Nice To Each Other,475780.0,-18450.0,53151507.0
United States,daily,73,Chappell Roan,Pink Pony Club,474886.0,4832.0,447053997.0
United States,daily,74,Daniel Caesar,Who Knows,468622.0,-11109.0,25573567.0
United States,daily,75,Tears For Fears,Everybody Wants To Rule The World,468230.0,-84408.0,314564415.0
United States,daily,76,Tyla,CHANEL,467343.0,-21645.0,13441947.0
United States,daily,77,Drake,One Dance,463606.0,18144.0,568912039.0
United States,daily,78,Chappell Roan,"Good Luck, Babe!",461074.0,4853.0,642785531.0
United States,daily,79,YoungBoy Never Broke Again,Nevada,457914.0,35707.0,48862105.0
United States,daily,80,BigXthaPlug,Hell At Night,456768.0,-10330.0,57769395.0
United States,daily,81,KATSEYE,Gabriela,451700.0,7681.0,95235500.0
United States,daily,82,Bruno Mars,Locked out of Heaven,449092.0,107602.0,138251497.0
United States,daily,83,Riley Green,Worst Way,448959.0,-18542.0,176880838.0
United States,daily,84,Zach Bryan,Something in the Orange,446820.0,12154.0,862218703.0
United States,daily,85,Kate Bush,Running Up That Hill (A Deal With God),446445.0,-42305.0,176302518.0
United States,daily,86,Whiskey Myers,Broken Window Serenade,442951.0,4803.0,62945520.0
United States,daily,87,Morgan Wallen,What I Want,442187.0,-13761.0,185034617.0
United States,daily,88,Post Malone,I Had Some Help (Feat. Morgan Wallen),442067.0,-21110.0,644214125.0
United States,daily,89,Lil Uzi Vert,20 Min,440126.0,28096.0,363508049.0
United States,daily,90,Zach Bryan,If They Come Lookin',437034.0,0.0,437034.0
United States,daily,91,Addison Rae,Fame is a Gun,436139.0,-3855.0,26123952.0
United States,daily,92,Kendrick Lamar,All The Stars,436078.0,-12132.0,615180638.0
United States,daily,93,Justin Bieber,DAISIES,433993.0,-17476.0,129525607.0
United States,daily,94,Zach Bryan,You Can Still Come Home,433401.0,0.0,433401.0
United States,daily,95,sombr,undressed,432575.0,-26226.0,204404863.0
United States,daily,96,Chris Stapleton,You Should Probably Leave,432220.0,17736.0,358974037.0
United States,daily,97,Bad Bunny,DtMF,431306.0,5568.0,254590256.0
United States,daily,98,Fleetwood Mac,The Chain - 2004 Remaster,428403.0,-17709.0,79787216.0
United States,daily,99,Jeff Buckley,"Lover, You Should've Come Over",427004.0,-3622.0,51151440.0
United States,daily,100,Zach Bryan,Rivers and Creeks,426511.0,0.0,426511.0
United Kingdom,daily,1,Djo,End of Beginning,595921.0,35208.0,100309332.0
United Kingdom,daily,2,Olivia Dean,Man I Need,561411.0,-3358.0,86724597.0
United Kingdom,daily,3,RAYE,WHERE IS MY HUSBAND!,396351.0,10272.0,46936308.0
United Kingdom,daily,4,Dave,Raindance,389076.0,12012.0,22926646.0
United Kingdom,daily,5,Taylor Swift,The Fate of Ophelia,370798.0,30023.0,50364484.0
United Kingdom,daily,6,Olivia Dean,So Easy (To Fall In Love),325660.0,12990.0,33270881.0
United Kingdom,daily,7,Bruno Mars,I Just Might,320977.0,0.0,320977.0
United Kingdom,daily,8,Olivia Dean,Nice To Each Other,270825.0,-1769.0,60459477.0
United Kingdom,daily,9,Zara Larsson,Lush Life,260821.0,27674.0,84795576.0
United Kingdom,daily,10,HUNTR/X,Golden,257440.0,15852.0,71107024.0
United Kingdom,daily,11,SIENNA SPIRO,Die On This Hill,253448.0,12781.0,16152378.0
United Kingdom,daily,12,sombr,back to friends,252688.0,-11882.0,81683739.0
United Kingdom,daily,13,Alex Warren,Ordinary,245036.0,4.0,132104338.0
United Kingdom,daily,14,sombr,12 to 12,241477.0,-15252.0,42845123.0
United Kingdom,daily,15,Sam Fender,Rein Me In,241175.0,-2015.0,37374883.0
United Kingdom,daily,16,Disco Lines,No Broke Boys,227431.0,-7990.0,54172604.0
United Kingdom,daily,17,Prince,Purple Rain,215527.0,1320.0,1861619.0
United Kingdom,daily,18,EsDeeKid,Phantom,211437.0,12625.0,21970319.0
United Kingdom,daily,19,EsDeeKid,Century,196681.0,7631.0,14125186.0
United Kingdom,daily,20,The Police,Every Breath You Take,195268.0,11499.0,49307486.0
United Kingdom,daily,21,EsDeeKid,4 Raws,188638.0,10133.0,11699718.0
United Kingdom,daily,22,The Goo Goo Dolls,Iris,183541.0,7736.0,171072430.0
United Kingdom,daily,23,Zach Bryan,Plastic Cigarette,179575.0,0.0,179575.0
United Kingdom,daily,24,The Killers,Mr. Brightside,178760.0,-4805.0,422804263.0
United Kingdom,daily,25,Olivia Dean,Let Alone The One You Love,177282.0,-1288.0,17974063.0
United Kingdom,daily,26,HAVEN.,I Run,176690.0,9819.0,7568929.0
United Kingdom,daily,27,Ravyn Lenae,Love Me Not,175556.0,6559.0,79135963.0
United Kingdom,daily,28,Kate Bush,Running Up That Hill (A Deal With God),174201.0,1526.0,84855466.0
United Kingdom,daily,29,Olivia Dean,Baby Steps,171622.0,1870.0,17890154.0
United Kingdom,daily,30,Olivia Dean,The Hardest Part,170891.0,5699.0,18182297.0
United Kingdom,daily,31,sombr,undressed,170241.0,-8624.0,70638979.0
United Kingdom,daily,32,Fleetwood Mac,Dreams - 2004 Remaster,167701.0,14177.0,211498472.0
United Kingdom,daily,33,Olivia Dean,I've Seen It,163218.0,9941.0,14253233.0
United Kingdom,daily,34,Olivia Dean,A Couple Minutes,157681.0,-4103.0,13515917.0
United Kingdom,daily,35,Dream Supplier,Clean Baby Sleep White Noise (Loopable),157272.0,-3376.0,93468938.0
United Kingdom,daily,36,Sabrina Carpenter,Manchild,154532.0,-943.0,55325017.0
United Kingdom,daily,37,Gigi Perez,Sailor Song,153729.0,-660.0,128041935.0
United Kingdom,daily,38,Olivia Dean,Dive,152697.0,3182.0,27926959.0
United Kingdom,daily,39,Taylor Swift,Opalite,152108.0,7869.0,28325617.0
United Kingdom,daily,40,Tiffany,I Think We're Alone Now,151137.0,10477.0,5353320.0
United Kingdom,daily,41,She & Him,I Thought I Saw Your Face Today,150783.0,4936.0,3734806.0
United Kingdom,daily,42,Billie Eilish,BIRDS OF A FEATHER,150171.0,12523.0,185046040.0
United Kingdom,daily,43,Fleetwood Mac,Landslide,147840.0,6072.0,7224682.0
United Kingdom,daily,44,Gracie Abrams,Thatâs So True,147263.0,882.0,127799203.0
United Kingdom,daily,45,Olivia Dean,Ok Love You Bye,146119.0,-2200.0,16957825.0
United Kingdom,daily,46,Chappell Roan,Pink Pony Club,145624.0,6083.0,121241177.0
United Kingdom,daily,47,Fleetwood Mac,The Chain - 2004 Remaster,144023.0,-3208.0,138266720.0
United Kingdom,daily,48,SIENNA SPIRO,You Stole The Show,143512.0,-1337.0,6374375.0
United Kingdom,daily,49,Diana Ross,Upside Down,143178.0,-1298.0,4954026.0
United Kingdom,daily,50,The Kid LAROI,RATHER BE,138446.0,0.0,138446.0
United Kingdom,daily,51,Dream Supplier,Clean Baby Sleep White Noise (Loopable no fade),137041.0,1178.0,15452065.0
United Kingdom,daily,52,Tears For Fears,Everybody Wants To Rule The World,133210.0,-14059.0,137591929.0
United Kingdom,daily,53,Fleetwood Mac,Everywhere - 2017 Remaster,132914.0,8002.0,185445365.0
United Kingdom,daily,54,Radiohead,Creep,131410.0,4738.0,67081614.0
United Kingdom,daily,55,The Kooks,Naive,130458.0,-4130.0,225443274.0
United Kingdom,daily,56,Benson Boone,Beautiful Things,129658.0,4068.0,191282627.0
United Kingdom,daily,57,PinkPantheress,Stateside + Zara Larsson,129065.0,7188.0,1447576.0
United Kingdom,daily,58,The Neighbourhood,Sweater Weather,128546.0,1073.0,174072578.0
United Kingdom,daily,59,Drake,One Dance,128491.0,8520.0,280790639.0
United Kingdom,daily,60,Lady Gaga,Die With A Smile,127592.0,24774.0,121245633.0
United Kingdom,daily,61,Gunna,wgft,127019.0,2962.0,18831470.0
United Kingdom,daily,62,A$AP Rocky,Punk Rocky,126382.0,0.0,126382.0
United Kingdom,daily,63,Chappell Roan,"Good Luck, Babe!",125611.0,6157.0,168983707.0
United Kingdom,daily,64,Kehlani,Folded,119598.0,-7400.0,14402475.0
United Kingdom,daily,65,The Cure,Boys Don't Cry,118122.0,6449.0,3719196.0
United Kingdom,daily,66,Tyla,CHANEL,116723.0,1918.0,5295487.0
United Kingdom,daily,67,Zach Bryan,Runny Eggs,116211.0,0.0,116211.0
United Kingdom,daily,68,Tate McRae,Sports car,115551.0,-1531.0,59804907.0
United Kingdom,daily,69,The Script,The Man Who Can't Be Moved,114647.0,5004.0,48722696.0
United Kingdom,daily,70,Justin Bieber,DAISIES,114466.0,-5285.0,34869298.0
United Kingdom,daily,71,The Clash,Should I Stay or Should I Go - Remastered,114288.0,-3349.0,4773509.0
United Kingdom,daily,72,Zach Bryan,Appetite,114132.0,0.0,114132.0
United Kingdom,daily,73,Addison Rae,Fame is a Gun,113967.0,1919.0,13144927.0
United Kingdom,daily,74,Teddy Swims,Lose Control,113247.0,3681.0,167062655.0
United Kingdom,daily,75,Olivia Dean,Lady Lady,112888.0,-6528.0,18736055.0
United Kingdom,daily,76,EsDeeKid,LV Sandals,111844.0,4910.0,7866352.0
United Kingdom,daily,77,Billy Joel,Piano Man,111796.0,9218.0,14938391.0
United Kingdom,daily,78,Radiohead,Let Down,111100.0,205.0,33650189.0
United Kingdom,daily,79,Kings of Leon,Sex on Fire,109547.0,-5512.0,157903126.0
United Kingdom,daily,80,Lola Young,Messy,109509.0,3389.0,99411026.0
United Kingdom,daily,81,Zach Bryan,Say Why,109309.0,0.0,109309.0
United Kingdom,daily,82,Gorillaz,Feel Good Inc,109065.0,-5350.0,63067012.0
United Kingdom,daily,83,Sabrina Carpenter,Espresso,108711.0,3082.0,193347634.0
United Kingdom,daily,84,Coldplay,Yellow,107763.0,8536.0,172724840.0
United Kingdom,daily,85,Sabrina Carpenter,Tears,106572.0,-797.0,28157607.0
United Kingdom,daily,86,Fleetwood Mac,Silver Springs - 2004 Remaster,106309.0,1107.0,10794434.0
United Kingdom,daily,87,Crowded House,Don't Dream It's Over,106273.0,8554.0,11447739.0
United Kingdom,daily,88,Sonny Fodera,Think About Us,104101.0,8584.0,1461601.0
United Kingdom,daily,89,Vance Joy,Riptide,103925.0,544.0,281763881.0
United Kingdom,daily,90,Sam Fender,Seventeen Going Under,103752.0,-2348.0,143433239.0
United Kingdom,daily,91,Tate McRae,TIT FOR TAT,103610.0,-4710.0,17325841.0
United Kingdom,daily,92,KATSEYE,Gabriela,103565.0,4115.0,18272284.0
United Kingdom,daily,93,Stereophonics,Dakota,102737.0,-3212.0,48043362.0
United Kingdom,daily,94,Zara Larsson,Midnight Sun,102129.0,3120.0,617944.0
United Kingdom,daily,95,David Bowie,Heroes - 2017 Remaster,101740.0,2030.0,992491.0
United Kingdom,daily,96,Zach Bryan,DeAnn's Denim,101731.0,0.0,101731.0
United Kingdom,daily,97,Noah Kahan,Stick Season,101412.0,-12604.0,220945547.0
United Kingdom,daily,98,Nelly Furtado,Promiscuous,101317.0,3798.0,76980847.0
United Kingdom,daily,99,Alex Warren,Carry You Home,100611.0,2064.0,67548145.0
United Kingdom,daily,100,Lil Uzi Vert,What You Saying,100294.0,8841.0,519585.0
Argentina,daily,1,ROSALÃA,La Perla,317885.0,17830.0,18423374.0
Argentina,daily,2,El Bogueto,Cuando No Era Cantante,311194.0,11.0,20489692.0
Argentina,daily,3,Roze Oficial,Tu jardÃ­n con enanitos,247093.0,4331.0,77921252.0
Argentina,daily,4,La T y La M,Soy Favela,242125.0,9625.0,8065981.0
Argentina,daily,5,Rels B,TU VAS SIN (fav),218236.0,-5912.0,37390739.0
Argentina,daily,6,El Bogueto,Cuando No Era Cantante - Remix,210077.0,25324.0,4802961.0
Argentina,daily,7,W Sound,La Plena - W Sound 05,209724.0,-1.0,84274423.0
Argentina,daily,8,Ryan Castro,LA VILLA,201229.0,30233.0,1126225.0
Argentina,daily,9,Djo,End of Beginning,189636.0,6107.0,6992698.0
Argentina,daily,10,Max Carra,UWAIE - versiÃ³n cumbia,184526.0,5601.0,36490217.0
Argentina,daily,11,Bizarrap,"Daddy Yankee: Bzrp Music Sessions, Vol. 0/66",181455.0,-8948.0,19724216.0
Argentina,daily,12,BeÃ©le,no tiene sentido,180744.0,-2245.0,32756549.0
Argentina,daily,13,La T y La M,Amor de Vago,180333.0,3315.0,110682253.0
Argentina,daily,14,Bizarrap,"J Balvin: Bzrp Music Sessions, Vol. 62/66",171067.0,846.0,2721491.0
Argentina,daily,15,Airbag,Pensamientos,169862.0,4573.0,24040142.0
Argentina,daily,16,Milo j,NiÃ±o,167093.0,1759.0,19260148.0
Argentina,daily,17,BeÃ©le,mi refe,148644.0,-7678.0,39542197.0
Argentina,daily,18,Maria Becerra,HASTA QUE ME ENAMORO,143941.0,11682.0,18309769.0
Argentina,daily,19,Myke Towers,SOLEAO,142545.0,-4656.0,37180806.0
Argentina,daily,20,Bad Bunny,BAILE INoLVIDABLE,138643.0,-1093.0,76290283.0
Argentina,daily,21,Luck Ra,TU MISTERIOSO ALGUIEN (CUARTETO),137081.0,625.0,22572165.0
Argentina,daily,22,Bad Bunny,VeLDÃ,136424.0,1070.0,65315299.0
Argentina,daily,23,Young Cister,QLOO*,131449.0,1126.0,39737902.0
Argentina,daily,24,Alleh,capaz (merengueton),125844.0,5452.0,70050013.0
Argentina,daily,25,Ovy On The Drums,YO y TÃ,124413.0,1403.0,42063384.0
Argentina,daily,26,Babasonicos,Como Eran Las Cosas,123360.0,-1522.0,88046611.0
Argentina,daily,27,Blessd,YOGURCITO REMIX,120790.0,-957.0,14420596.0
Argentina,daily,28,La T y La M,No Se Va,119130.0,18339.0,34592168.0
Argentina,daily,29,Cazzu,Con Otra,117932.0,1695.0,47180374.0
Argentina,daily,30,Tiago PZK,Piel,116582.0,10314.0,145387839.0
Argentina,daily,31,Tan Bionica,Obsesionario en La Mayor,113247.0,3441.0,58475366.0
Argentina,daily,32,Bad Bunny,VOY A LLeVARTE PA PR,113029.0,7850.0,55467234.0
Argentina,daily,33,Airbag,Por Mil Noches,112939.0,-669.0,156772395.0
